"source_id","source_title","data_period_start","data_period_end","reference_year","geography","scope","domain","metric","value","value_text","unit","status","denominator","facility_level","source_reference","notes","quality_flag"
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2024","Zambia","NMOSP intervention","Finance","Annual intervention budget: Research funding opportunities","45531","45531","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2025","Zambia","NMOSP intervention","Finance","Annual intervention budget: Research funding opportunities","49401","49401","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2026","Zambia","NMOSP intervention","Finance","Annual intervention budget: Research funding opportunities","53600","53600","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","2026-12-31","2022","Zambia","NMOSP 2022–2026 intervention","Finance","Five-year intervention budget: Research funding opportunities","229172","229172","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2022","Zambia","NMOSP intervention","Finance","Annual intervention budget: Research proposals/methodologies","52968","52968","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2023","Zambia","NMOSP intervention","Finance","Annual intervention budget: Research proposals/methodologies","57470","57470","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2024","Zambia","NMOSP intervention","Finance","Annual intervention budget: Research proposals/methodologies","62355","62355","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2025","Zambia","NMOSP intervention","Finance","Annual intervention budget: Research proposals/methodologies","67655","67655","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2026","Zambia","NMOSP intervention","Finance","Annual intervention budget: Research proposals/methodologies","73406","73406","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","2026-12-31","2022","Zambia","NMOSP 2022–2026 intervention","Finance","Five-year intervention budget: Research proposals/methodologies","313854","313854","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2022","Zambia","NMOSP intervention","Finance","Annual intervention budget: Research publication/dissemination","39522","39522","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2023","Zambia","NMOSP intervention","Finance","Annual intervention budget: Research publication/dissemination","42881","42881","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2024","Zambia","NMOSP intervention","Finance","Annual intervention budget: Research publication/dissemination","46526","46526","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2025","Zambia","NMOSP intervention","Finance","Annual intervention budget: Research publication/dissemination","50481","50481","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2026","Zambia","NMOSP intervention","Finance","Annual intervention budget: Research publication/dissemination","54772","54772","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","2026-12-31","2022","Zambia","NMOSP 2022–2026 intervention","Finance","Five-year intervention budget: Research publication/dissemination","234183","234183","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2022","Zambia","NMOSP intervention","Finance","Annual intervention budget: Data-management system","228995","228995","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2023","Zambia","NMOSP intervention","Finance","Annual intervention budget: Data-management system","248460","248460","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2024","Zambia","NMOSP intervention","Finance","Annual intervention budget: Data-management system","269579","269579","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2025","Zambia","NMOSP intervention","Finance","Annual intervention budget: Data-management system","292493","292493","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2026","Zambia","NMOSP intervention","Finance","Annual intervention budget: Data-management system","317355","317355","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","2026-12-31","2022","Zambia","NMOSP 2022–2026 intervention","Finance","Five-year intervention budget: Data-management system","1356881","1356881","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2022","Zambia","NMOSP intervention","Finance","Annual intervention budget: Quality-management processes","247832","247832","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2023","Zambia","NMOSP intervention","Finance","Annual intervention budget: Quality-management processes","268898","268898","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2024","Zambia","NMOSP intervention","Finance","Annual intervention budget: Quality-management processes","291754","291754","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2025","Zambia","NMOSP intervention","Finance","Annual intervention budget: Quality-management processes","316553","316553","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2026","Zambia","NMOSP intervention","Finance","Annual intervention budget: Quality-management processes","343460","343460","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","2026-12-31","2022","Zambia","NMOSP 2022–2026 intervention","Finance","Five-year intervention budget: Quality-management processes","1468498","1468498","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2022","Zambia","NMOSP intervention","Finance","Annual intervention budget: Leadership","502447","502447","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2023","Zambia","NMOSP intervention","Finance","Annual intervention budget: Leadership","545155","545155","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2024","Zambia","NMOSP intervention","Finance","Annual intervention budget: Leadership","591493","591493","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2025","Zambia","NMOSP intervention","Finance","Annual intervention budget: Leadership","641770","641770","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2026","Zambia","NMOSP intervention","Finance","Annual intervention budget: Leadership","696321","696321","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","2026-12-31","2022","Zambia","NMOSP 2022–2026 intervention","Finance","Five-year intervention budget: Leadership","2977186","2977186","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2022","Zambia","NMOSP intervention","Finance","Annual intervention budget: Coordination","791215","791215","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2023","Zambia","NMOSP intervention","Finance","Annual intervention budget: Coordination","862167","862167","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2024","Zambia","NMOSP intervention","Finance","Annual intervention budget: Coordination","935451","935451","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2025","Zambia","NMOSP intervention","Finance","Annual intervention budget: Coordination","","Unreadable/internally inconsistent source value","USD","budget","","","Table 27","","source_value_unreliable"
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2026","Zambia","NMOSP intervention","Finance","Annual intervention budget: Coordination","1101237","1101237","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","2026-12-31","2022","Zambia","NMOSP 2022–2026 intervention","Finance","Five-year intervention budget: Coordination","4705035","4705035","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2022","Zambia","NMOSP intervention","Finance","Annual intervention budget: Legal/regulatory framework","67553","67553","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2023","Zambia","NMOSP intervention","Finance","Annual intervention budget: Legal/regulatory framework","73295","73295","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2024","Zambia","NMOSP intervention","Finance","Annual intervention budget: Legal/regulatory framework","79525","79525","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2025","Zambia","NMOSP intervention","Finance","Annual intervention budget: Legal/regulatory framework","86284","86284","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2026","Zambia","NMOSP intervention","Finance","Annual intervention budget: Legal/regulatory framework","93618","93618","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","2026-12-31","2022","Zambia","NMOSP 2022–2026 intervention","Finance","Five-year intervention budget: Legal/regulatory framework","400275","400275","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2022","Zambia","NMOSP intervention","Finance","Annual intervention budget: Private-sector partnerships","22242","22242","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2023","Zambia","NMOSP intervention","Finance","Annual intervention budget: Private-sector partnerships","24133","24133","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2024","Zambia","NMOSP intervention","Finance","Annual intervention budget: Private-sector partnerships","26184","26184","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2025","Zambia","NMOSP intervention","Finance","Annual intervention budget: Private-sector partnerships","28409","28409","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2026","Zambia","NMOSP intervention","Finance","Annual intervention budget: Private-sector partnerships","30824","30824","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","2026-12-31","2022","Zambia","NMOSP 2022–2026 intervention","Finance","Five-year intervention budget: Private-sector partnerships","131792","131792","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2022","Zambia","NMOSP intervention","Finance","Annual intervention budget: External funding/partnerships","365169","365169","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2023","Zambia","NMOSP intervention","Finance","Annual intervention budget: External funding/partnerships","396209","396209","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2024","Zambia","NMOSP intervention","Finance","Annual intervention budget: External funding/partnerships","429886","429886","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2025","Zambia","NMOSP intervention","Finance","Annual intervention budget: External funding/partnerships","466427","466427","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2026","Zambia","NMOSP intervention","Finance","Annual intervention budget: External funding/partnerships","506073","506073","USD","budget","","","Tables 21–28","",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","2026-12-31","2022","Zambia","NMOSP 2022–2026 intervention","Finance","Five-year intervention budget: External funding/partnerships","2163765","2163765","USD","budget","","","Tables 21–28","",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2024","2024","2024","Zambia","Zambia","report metadata","publication month","2024-11","2024-11","month","context","","","Title page","Original source-state label: published.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2022","2022","2022","Zambia","Zambia","country profile","land area","752612","approximately 752,612","square kilometers","estimate","","","Country profile","Original source-state label: approximate.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2022","2022","2022","Zambia","Zambia","country profile","provinces","10","10","provinces","actual","","","Country profile","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2022","2022","2022","Zambia","Zambia","country profile","districts","116","116","districts","actual","","","Country profile","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2022","2022","2022","Zambia","Zambia","country profile","ethnic groups","72","72","ethnic groups","actual","","","Country profile","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2022","2022","2022","Zambia","Zambia","country profile","population","19000000","around 19 million","people","estimate","","","Country profile","Original source-state label: approximate.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2022","2022","2022","Zambia","Zambia","country profile","annual population growth rate","3.4","3.4%","percent","actual","","","Country profile","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2022","2022","2022","Zambia","Zambia","country profile","urban population share","40","40%","percent","actual","","","Country profile","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2022","2022","2022","Zambia","Zambia","country profile","rural population share","60","60%","percent","actual","","","Country profile","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2021","2021","2021","Zambia","Zambia","country profile","Human Development Index rank","154","154 out of 191","rank","actual","191 countries and territories","","Country profile","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2020","2020","2020","Zambia","Zambia","country profile","GDP per capita","1055.9","US$1,055.90","US dollars per person","estimate","","","Country profile","Original source-state label: estimated.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2020","2020","2020","Zambia","Zambia","country profile","GDP global rank","106","106th","rank","actual","","","Country profile","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2020","2020","2020","Zambia","Zambia","country profile","GDP Africa rank","20","20th","rank","actual","","","Country profile","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2020","2020","2020","Zambia","Zambia","country profile","population below $1.90/day","58.7","58.7%","percent","actual","","","Country profile","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2018","2018","2018","Zambia","Zambia","country profile","infant mortality rate","42","42 per 1,000 live births","deaths per 1,000 live births","actual","1,000 live births","","Country profile","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2020","2020","2020","Zambia","Zambia","country profile","life expectancy at birth","63.5","63.5 years","years","estimate","","","Country profile","Original source-state label: estimated.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2021-12","2021-12","2021","Zambia","Zambia","health system","fourth-level specialized hospitals","7","7","facilities","actual","","","Organization of the health system","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2021-12","2021-12","2021","Zambia","Zambia","health system","third-level national hospitals","7","7","facilities","actual","","","Organization of the health system","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2021-12","2021-12","2021","Zambia","Zambia","health system","second-level provincial hospitals","36","36","facilities","actual","","","Organization of the health system","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2021-12","2021-12","2021","Zambia","Zambia","health system","first-level district hospitals","100","100","facilities","actual","","","Organization of the health system","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2021-12","2021-12","2021","Zambia","Zambia","health system","mini-hospitals","62","62","facilities","actual","","","Organization of the health system","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2021-12","2021-12","2021","Zambia","Zambia","health system","health centers","1720","1,720","facilities","actual","","","Organization of the health system","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2021-12","2021-12","2021","Zambia","Zambia","health system","health posts","1388","1,388","facilities","actual","","","Organization of the health system","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2021-12","2021-12","2021","Zambia","Zambia","health system","total health facilities","3320","3,320","facilities","actual","","","Organization of the health system","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2021-12","2021-12","2021","Zambia","Zambia","health system","government-owned facilities","2834","2,834","facilities","actual","","","Organization of the health system","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2021-12","2021-12","2021","Zambia","Zambia","health system","privately owned facilities","385","385","facilities","actual","","","Organization of the health system","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2021-12","2021-12","2021","Zambia","Zambia","health system","faith-based-organization-owned facilities","101","101","facilities","actual","","","Organization of the health system","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2022","2026","2026","Zambia","surveyed facilities","oxygen strategy","public hospitals with strengthened oxygen systems target","60","60 percent","percent","target","","","National Medical Oxygen Strategic Plan objective 1","",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2022","2022","2022","Zambia","surveyed facilities","oxygen strategy","oxygen-management staff baseline","44","44","staff","baseline","","","National Medical Oxygen Strategic Plan objective 4","",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2022","2026","2026","Zambia","surveyed facilities","oxygen strategy","oxygen-management staff target","3614","3,614","staff","target","","","National Medical Oxygen Strategic Plan objective 4","",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2022","2026","2026","Zambia","surveyed facilities","oxygen strategy","research scale-up facility level","1","level 1","facility level","target","","","National Medical Oxygen Strategic Plan objective 6","",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","survey design","surveyed health facilities","91","91","facilities","actual","","","Executive summary; BMES scope and sampling","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","survey design","provinces covered","10","10","provinces","actual","","","Executive summary; BMES scope and sampling","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","survey design","MOH facilities initially listed","3049","3,049","facilities","actual","","","Executive summary; BMES scope and sampling","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","survey design","eligible hospitals","180","180","facilities","actual","","","Executive summary; BMES scope and sampling","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","survey design","sample coverage","51","51%","percent","actual","180 eligible facilities","","Executive summary; BMES scope and sampling","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","facilities surveyed","56","56","facilities","actual","","Level 1 (district)","Figure 1","Facility level: Level 1 (district) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","facilities surveyed","21","21","facilities","actual","","Level 2 (provincial)","Figure 1","Facility level: Level 2 (provincial) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","facilities surveyed","13","13","facilities","actual","","Level 3 (national)","Figure 1","Facility level: Level 3 (national) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","facilities surveyed","1","1","facilities","actual","","Level 4 (specialized)","Figure 1","Facility level: Level 4 (specialized) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","share surveyed","62","62%","percent","actual","","Level 1 (district)","Figure 1","Facility level: Level 1 (district) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","share surveyed","23","23%","percent","actual","","Level 2 (provincial)","Figure 1","Facility level: Level 2 (provincial) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","share surveyed","14","14%","percent","actual","","Level 3 (national)","Figure 1","Facility level: Level 3 (national) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","share surveyed","1","1%","percent","actual","","Level 4 (specialized)","Figure 1","Facility level: Level 4 (specialized) Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","facilities surveyed","21","21","facilities","actual","","","Figure 1","Geographic area: Rural Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","share surveyed","23","23%","percent","actual","","","Figure 1","Geographic area: Rural Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","facilities surveyed","70","70","facilities","actual","","","Figure 1","Geographic area: Urban Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","share surveyed","77","77%","percent","actual","","","Figure 1","Geographic area: Urban Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","facilities surveyed","2","2","facilities","actual","","","Figure 1","Managing authority: Government, nonpublic Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","share surveyed","2","2%","percent","actual","","","Figure 1","Managing authority: Government, nonpublic Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","facilities surveyed","82","82","facilities","actual","","","Figure 1","Managing authority: Government, public Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","share surveyed","90","90%","percent","actual","","","Figure 1","Managing authority: Government, public Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","facilities surveyed","7","7","facilities","actual","","","Figure 1","Managing authority: Public, NGO, religious/faith-based Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","facility characteristics","share surveyed","8","8%","percent","actual","","","Figure 1","Managing authority: Public, NGO, religious/faith-based Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Central","surveyed facilities","facility characteristics","facilities surveyed","8","8","facilities","actual","","","Figure 1","Province: Central Original source-state label: reported.",""
